Marca temporal,Nombre y Apellido del fallecido,Fecha de fallecimiento,DNI,Edad al fallecer,Sexo,Hora de fallecimiento,Causa de fallecimiento,Causa detallada (si es 'Otro'),Lugar de fallecimiento,Ubicación en el cementerio,Tipo de sepultura,Número de acta / registro,Nombre del responsable que registra,DNI del responsable que registra,Correo electrónico del responsable,Otros aportes o comentarios,Año de fallecimiento,Mes de fallecimiento,Rango edad,Día de la semana
2001-01-24 06:38:25.579111,Gloria Mayoral,2001-01-24,14029174,66,Masculino,22:35,Cáncer,,Clínica Privada,"Sección 7, Fila 15, Parcela 17",Cremación,381070,Daniel del Lumbreras,26382108,monteroeloisa@example.net,Se notificó al registro civil.,2001,1,Adulto mayor,Wednesday
2001-10-03 04:26:00.264831,Ceferino Páez-Barriga,2001-10-03,72995623,97,Femenino,15:26,Covid-19,,Clínica Privada,"Sección 1, Fila 1, Parcela 36",Mausoleo,651930,Mario Vilaplana Haro,31025594,qalbero@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,10,Adulto mayor,Wednesday
2001-11-25 04:49:45.711061,Manuela Viñas,2001-11-25,90568161,14,Femenino,13:32,Cáncer,,Domicilio,"Sección 2, Fila 18, Parcela 45",Tumba tradicional,934982,Demetrio Fernandez Bas,28603669,turiarte@example.org,Documento entregado en oficina central.,2001,11,Adolescente,Sunday
2001-03-14 08:57:48.907734,Clara Quintanilla Dominguez,2001-03-14,15642780,50,Otro,12:35,Infarto,,Clínica Privada,"Sección 8, Fila 16, Parcela 38",Mausoleo,553103,Isabela Pellicer Corominas,11307869,morilloelba@example.com,Se adjunta certificado médico.,2001,3,Adulto,Wednesday
2001-08-10 14:07:50.197110,Jonatan Pallarès Tejero,2001-08-10,98168934,34,Femenino,10:10,Covid-19,,Vía Pública,"Sección 4, Fila 2, Parcela 6",Mausoleo,895311,Margarita Iglesia Baena,17508418,hvall@example.com,Documento entregado en oficina central.,2001,8,Adulto,Friday
2001-07-21 20:05:55.310559,Alcides Basilio Ricart Estrada,2001-07-21,53812538,10,Otro,17:39,Infarto,,Hospital Central,"Sección 8, Fila 16, Parcela 12",Mausoleo,127789,Estrella de Ordóñez,42790319,ntena@example.org,Pendiente entrega de certificado de defunción original.,2001,7,Niño,Saturday
2001-12-11 17:59:04.127029,Andrés Felipe Tormo Guardiola,2001-12-11,48995081,84,Otro,9:50,Neumonía,,Hospital Central,"Sección 3, Fila 10, Parcela 11",Tumba tradicional,743340,Daniel del Lumbreras,40043598,mariacabello@example.net,Se coordinó con la empresa funeraria local.,2001,12,Adulto mayor,Tuesday
2001-05-13 21:37:30.084454,Rosalva Tirado Olmedo,2001-05-13,38457929,63,Masculino,17:35,Otro,Otro no especificado,Domicilio,"Sección 4, Fila 6, Parcela 40",Mausoleo,928357,Daniel del Lumbreras,24862461,snogueira@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,5,Adulto mayor,Sunday
2001-08-19 10:57:25.631764,José María Eutimio Galán Benavente,2001-08-19,16257610,22,Otro,8:32,Infarto,,Clínica Privada,"Sección 9, Fila 7, Parcela 42",Nicho,556142,Isabela Pellicer Corominas,48155512,noriegasalvador@example.net,Familia solicita ceremonia sencilla.,2001,8,Joven,Sunday
2001-03-13 10:36:32.433002,Gabriela Rico-Roura,2001-03-13,79533068,69,Masculino,3:16,Accidente,,Vía Pública,"Sección 9, Fila 7, Parcela 34",Mausoleo,747584,Estrella de Ordóñez,49127572,herbertocarvajal@example.com,La familia pidió sepultura junto a otros parientes.,2001,3,Adulto mayor,Tuesday
2001-09-17 21:26:34.357043,Rafaela Heredia Capdevila,2001-09-17,44620498,20,Masculino,21:24,Accidente,,Clínica Privada,"Sección 4, Fila 18, Parcela 11",Cremación,489231,Daniela de Prat,25160603,anibal89@example.com,Documento entregado en oficina central.,2001,9,Joven,Monday
2001-07-29 13:30:16.828112,Trini Albero Ruiz,2001-07-29,50936677,0,Masculino,19:15,Neumonía,,Clínica Privada,"Sección 5, Fila 2, Parcela 43",Tumba tradicional,444821,Mario Vilaplana Haro,24266456,nunezyessica@example.net,Pendiente entrega de certificado de defunción original.,2001,7,,Sunday
2001-09-15 21:44:11.896155,Felix Durán Castejón,2001-09-15,53614629,7,Otro,23:34,Covid-19,,Domicilio,"Sección 9, Fila 1, Parcela 2",Nicho,408385,Oriana Carvajal Solsona,41583048,lagunafabiola@example.net,Se notificó al registro civil.,2001,9,Niño,Saturday
2001-09-09 09:03:36.209756,Guiomar Conrado Sales Valls,2001-09-09,51975922,80,Otro,0:20,Covid-19,,Vía Pública,"Sección 3, Fila 13, Parcela 34",Tumba tradicional,556967,Isabela Pellicer Corominas,42491694,marianoanguita@example.net,La familia pidió sepultura junto a otros parientes.,2001,9,Adulto mayor,Sunday
2001-08-31 14:14:26.844413,Noemí Garmendia Aguirre,2001-08-31,10049269,76,Femenino,2:30,Accidente,,Hospital Central,"Sección 2, Fila 16, Parcela 23",Tumba tradicional,894165,Oriana Carvajal Solsona,41410558,olopez@example.org,Documento entregado en oficina central.,2001,8,Adulto mayor,Friday
2001-01-17 09:54:02.638284,Eufemia Nadia González Lloret,2001-01-17,98097350,81,Femenino,15:13,Neumonía,,Vía Pública,"Sección 6, Fila 1, Parcela 48",Nicho,138360,Estrella de Ordóñez,48861114,ale21@example.com,Se notificó al registro civil.,2001,1,Adulto mayor,Wednesday
2001-07-02 16:14:13.815332,Teresita Estrada Jordán,2001-07-02,36326309,59,Femenino,3:26,Accidente,,Clínica Privada,"Sección 8, Fila 7, Parcela 6",Nicho,275110,Isabela Pellicer Corominas,14548922,montserratvalerio@example.net,La familia pidió sepultura junto a otros parientes.,2001,7,Adulto,Monday
2001-01-16 09:01:06.740579,Remedios Morante Alcázar,2001-01-16,10184322,31,Femenino,17:58,Otro,Otro no especificado,Clínica Privada,"Sección 9, Fila 8, Parcela 14",Cremación,154781,Herminio Bernad,11592824,venceslas06@example.org,Documento entregado en oficina central.,2001,1,Adulto,Tuesday
2001-08-13 02:40:17.846321,Irene Montero Pont,2001-08-13,25586117,24,Masculino,10:17,Otro,Otro no especificado,Domicilio,"Sección 3, Fila 10, Parcela 4",Nicho,848118,Margarita Iglesia Baena,49111747,buenaventuracapdevila@example.com,Familia solicita ceremonia sencilla.,2001,8,Joven,Monday
2001-02-19 17:08:26.403381,Violeta Figuerola Vilalta,2001-02-19,48196597,100,Masculino,16:43,Cáncer,,Hospital Central,"Sección 3, Fila 4, Parcela 38",Nicho,528501,Oriana Carvajal Solsona,21710841,borjahervia@example.net,Se notificó al registro civil.,2001,2,Adulto mayor,Monday
2001-09-21 08:18:30.998489,Rebeca Marcos Barbero,2001-09-21,68580144,84,Masculino,14:18,Infarto,,Domicilio,"Sección 4, Fila 9, Parcela 47",Mausoleo,417415,Daniel del Lumbreras,41059415,oliverjosue@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,9,Adulto mayor,Friday
2001-05-07 05:07:54.892875,Gema Ayala,2001-05-07,14430741,72,Otro,17:56,Covid-19,,Clínica Privada,"Sección 6, Fila 14, Parcela 32",Mausoleo,778426,Oriana Carvajal Solsona,44079632,imeldaexposito@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2001,5,Adulto mayor,Monday
2001-07-01 00:30:23.488276,Poncio Emigdio Pagès Sáez,2001-07-01,18079997,46,Masculino,5:28,Neumonía,,Clínica Privada,"Sección 10, Fila 12, Parcela 4",Nicho,198341,Lorena Calderon Recio,21959665,jcampillo@example.org,Familia solicita ceremonia sencilla.,2001,7,Adulto,Sunday
2001-09-05 12:28:04.760361,Héctor Mercader Dalmau,2001-09-05,12193819,60,Femenino,19:02,Otro,Complicaciones posoperatorias,Domicilio,"Sección 9, Fila 10, Parcela 1",Cremación,218099,Oriana Carvajal Solsona,18457972,joseballesteros@example.org,Acta firmada por dos testigos.,2001,9,Adulto,Wednesday
2001-08-01 08:16:56.550557,Amador Bonilla Sarabia,2001-08-01,77894710,52,Otro,22:54,Cáncer,,Vía Pública,"Sección 2, Fila 9, Parcela 41",Mausoleo,801418,Estrella de Ordóñez,48251634,evacolomer@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,8,Adulto,Wednesday
2001-08-06 12:02:42.830911,Simón Becerra Bravo,2001-08-06,65652590,82,Masculino,14:13,Neumonía,,Vía Pública,"Sección 4, Fila 18, Parcela 31",Tumba tradicional,159058,Estrella de Ordóñez,14363222,eavila@example.org,Acta firmada por dos testigos.,2001,8,Adulto mayor,Monday
2001-12-05 10:55:43.942921,Dominga Planas-Luna,2001-12-05,62010602,14,Femenino,3:33,Neumonía,,Vía Pública,"Sección 8, Fila 4, Parcela 41",Mausoleo,455727,Ildefonso Mata-Español,40117866,bustamanteadan@example.net,Pendiente entrega de certificado de defunción original.,2001,12,Adolescente,Wednesday
2001-04-07 10:34:30.095920,Nélida Montoya Solé,2001-04-07,40317888,29,Otro,9:35,Infarto,,Clínica Privada,"Sección 10, Fila 3, Parcela 45",Cremación,896795,Constanza Oliveras Chaves,33426862,zvergara@example.net,Pendiente entrega de certificado de defunción original.,2001,4,Joven,Saturday
2001-02-21 12:46:00.789856,Rogelio Hoz Bellido,2001-02-21,78215392,9,Femenino,2:31,Infarto,,Hospital Central,"Sección 3, Fila 6, Parcela 43",Tumba tradicional,391042,Margarita Iglesia Baena,20253905,ecastaneda@example.org,Pendiente entrega de certificado de defunción original.,2001,2,Niño,Wednesday
2001-07-11 09:10:26.646087,Dalila Quiroga Tapia,2001-07-11,90107192,72,Femenino,20:47,Accidente,,Hospital Central,"Sección 4, Fila 1, Parcela 47",Nicho,852202,Lorena Calderon Recio,20410117,ezequielponce@example.net,Documento entregado en oficina central.,2001,7,Adulto mayor,Wednesday
2001-10-22 21:20:45.428964,Marta Real Jerez,2001-10-22,18742928,65,Masculino,7:12,Neumonía,,Domicilio,"Sección 4, Fila 14, Parcela 36",Mausoleo,938627,Lorena Calderon Recio,38320838,agapitocerdan@example.net,Documento entregado en oficina central.,2001,10,Adulto mayor,Monday
2001-09-03 20:32:22.993609,Brígida Rodríguez Terrón,2001-09-03,74722120,32,Masculino,16:56,Otro,Otro no especificado,Domicilio,"Sección 10, Fila 8, Parcela 33",Tumba tradicional,379811,Daniel del Lumbreras,15881745,cipriano47@example.com,Pendiente entrega de certificado de defunción original.,2001,9,Adulto,Monday
2001-02-19 13:15:59.134554,Angelina Parejo Bello,2001-02-19,93498033,48,Masculino,10:52,Covid-19,,Clínica Privada,"Sección 10, Fila 16, Parcela 33",Cremación,929903,Estrella de Ordóñez,39605769,amalia11@example.net,Documento entregado en oficina central.,2001,2,Adulto,Monday
2001-08-20 08:10:52.557150,Angelino Acedo Beltrán,2001-08-20,67442487,52,Masculino,13:03,Neumonía,,Vía Pública,"Sección 2, Fila 7, Parcela 14",Cremación,844788,Mario Vilaplana Haro,12432958,vera77@example.net,Documento entregado en oficina central.,2001,8,Adulto,Monday
2001-03-05 01:16:52.428523,Clímaco del Novoa,2001-03-05,92803602,12,Femenino,20:09,Accidente,,Vía Pública,"Sección 5, Fila 8, Parcela 34",Nicho,654230,Estrella de Ordóñez,19468309,evitamontoya@example.net,Se adjunta certificado médico.,2001,3,Niño,Monday
2001-07-20 12:10:13.889634,Ruth Botella Requena,2001-07-20,60366204,7,Femenino,22:48,Infarto,,Domicilio,"Sección 7, Fila 12, Parcela 27",Mausoleo,605767,Lorena Calderon Recio,38163631,qoliver@example.org,Acta firmada por dos testigos.,2001,7,Niño,Friday
2001-09-21 22:32:41.430796,Esther Somoza Bermúdez,2001-09-21,21263863,29,Otro,14:36,Accidente,,Domicilio,"Sección 4, Fila 7, Parcela 2",Mausoleo,168117,Lorena Calderon Recio,33969333,tristan31@example.com,La familia pidió sepultura junto a otros parientes.,2001,9,Joven,Friday
2001-04-09 03:28:06.562030,Jerónimo Fábregas-Meléndez,2001-04-09,71972129,48,Otro,13:21,Neumonía,,Clínica Privada,"Sección 8, Fila 12, Parcela 25",Cremación,396393,Nereida Puig Rubio,36563956,kmadrigal@example.com,Pendiente entrega de certificado de defunción original.,2001,4,Adulto,Monday
2001-10-30 03:58:07.733861,Aarón Aguilar,2001-10-30,67878540,9,Masculino,0:07,Accidente,,Vía Pública,"Sección 2, Fila 4, Parcela 25",Tumba tradicional,248578,Margarita Iglesia Baena,11575477,aletejero@example.com,Documento entregado en oficina central.,2001,10,Niño,Tuesday
2001-03-23 06:33:57.743402,Fortunato Arcos Pastor,2001-03-23,34197855,54,Otro,5:04,Covid-19,,Vía Pública,"Sección 5, Fila 2, Parcela 15",Cremación,307942,Ildefonso Mata-Español,38292940,ainaraprat@example.net,Se adjunta certificado médico.,2001,3,Adulto,Friday
2001-09-06 00:22:24.481465,Oriana de Rios,2001-09-06,56024360,97,Otro,0:27,Otro,Insuficiencia renal,Domicilio,"Sección 1, Fila 18, Parcela 45",Mausoleo,153661,Ildefonso Mata-Español,43980477,palaueliseo@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2001,9,Adulto mayor,Thursday
2001-05-13 21:14:00.895509,Tatiana Angulo Alegre,2001-05-13,76393410,67,Femenino,17:46,Otro,Complicaciones posoperatorias,Hospital Central,"Sección 5, Fila 9, Parcela 21",Mausoleo,375164,Daniel del Lumbreras,11431460,busquetsjaviera@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2001,5,Adulto mayor,Sunday
2001-03-22 01:42:47.663400,Sancho Aliaga Mayo,2001-03-22,38487164,79,Masculino,3:05,Neumonía,,Hospital Central,"Sección 10, Fila 3, Parcela 38",Cremación,495743,Nereida Puig Rubio,41179363,hierrojose-manuel@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2001,3,Adulto mayor,Thursday
2001-04-16 03:40:49.240449,Aitana Guitart-Roldan,2001-04-16,24527643,12,Otro,5:11,Otro,Complicaciones posoperatorias,Clínica Privada,"Sección 8, Fila 11, Parcela 44",Nicho,275501,Constanza Oliveras Chaves,18171671,jose-antonio70@example.com,Acta firmada por dos testigos.,2001,4,Niño,Monday
2001-02-14 21:53:06.316962,Lope de Solera,2001-02-14,14119798,31,Masculino,21:47,Neumonía,,Domicilio,"Sección 8, Fila 17, Parcela 30",Tumba tradicional,850262,Estrella de Ordóñez,23894993,marianoesparza@example.net,La familia pidió servicio religioso antes de la cremación.,2001,2,Adulto,Wednesday
2001-05-11 01:51:07.675371,Hilda Benítez Borrell,2001-05-11,92836835,90,Masculino,15:20,Covid-19,,Vía Pública,"Sección 2, Fila 17, Parcela 46",Tumba tradicional,343329,Estrella de Ordóñez,34742919,americo35@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,5,Adulto mayor,Friday
2001-02-26 03:36:38.452415,Teresa del Alfaro,2001-02-26,36271976,34,Otro,12:52,Cáncer,,Vía Pública,"Sección 5, Fila 6, Parcela 43",Mausoleo,854398,Mario Vilaplana Haro,41858548,hbermudez@example.org,Pendiente entrega de certificado de defunción original.,2001,2,Adulto,Monday
2001-12-10 03:55:23.268731,Gastón Martin Planas,2001-12-10,64982086,43,Masculino,13:11,Cáncer,,Clínica Privada,"Sección 6, Fila 17, Parcela 23",Tumba tradicional,750646,Constanza Oliveras Chaves,36993405,florentinaberrocal@example.net,Familia solicita ceremonia sencilla.,2001,12,Adulto,Monday
2001-04-08 04:41:34.241376,Azucena de Lobo,2001-04-08,87186667,79,Otro,18:11,Cáncer,,Domicilio,"Sección 1, Fila 20, Parcela 7",Cremación,719270,Ildefonso Mata-Español,41036167,mirmirta@example.org,La familia pidió servicio religioso antes de la cremación.,2001,4,Adulto mayor,Sunday
2001-08-01 21:28:49.021928,Isidro Perez Calleja,2001-08-01,91409328,100,Otro,3:08,Otro,Otro no especificado,Vía Pública,"Sección 6, Fila 10, Parcela 43",Mausoleo,666061,Margarita Iglesia Baena,42719980,loretomartinez@example.com,Se coordinó con la empresa funeraria local.,2001,8,Adulto mayor,Wednesday
2001-06-19 14:38:46.619282,Eliana Velasco Rius,2001-06-19,73999723,1,Otro,8:39,Infarto,,Clínica Privada,"Sección 4, Fila 15, Parcela 16",Mausoleo,970033,Mario Vilaplana Haro,37630515,dbayon@example.com,Se coordinó con la empresa funeraria local.,2001,6,Niño,Tuesday
2001-11-15 23:34:38.278610,Clementina Lamas Giménez,2001-11-15,21265517,55,Masculino,22:53,Infarto,,Domicilio,"Sección 7, Fila 20, Parcela 8",Tumba tradicional,544184,Herminio Bernad,35560992,adrianabelda@example.com,La familia pidió servicio religioso antes de la cremación.,2001,11,Adulto,Thursday
2001-10-20 09:50:34.478367,Blas Elorza Gomez,2001-10-20,62846588,2,Otro,14:23,Neumonía,,Clínica Privada,"Sección 10, Fila 3, Parcela 13",Tumba tradicional,519553,Jose Antonio Fuente-Pérez,29014044,nicanor64@example.com,La familia pidió servicio religioso antes de la cremación.,2001,10,Niño,Saturday
2001-08-18 18:00:41.364212,Carmina Lorenzo Villalba,2001-08-18,76416831,74,Femenino,8:27,Infarto,,Hospital Central,"Sección 7, Fila 8, Parcela 13",Cremación,464167,Demetrio Fernandez Bas,41616817,jcoello@example.com,Documento entregado en oficina central.,2001,8,Adulto mayor,Saturday
2001-01-19 23:01:15.689624,Hilda Pou Conde,2001-01-19,48811886,62,Otro,5:15,Otro,Insuficiencia renal,Clínica Privada,"Sección 4, Fila 17, Parcela 35",Nicho,726281,Daniela de Prat,36972070,emelinamadrid@example.org,Se adjunta certificado médico.,2001,1,Adulto mayor,Friday
2001-05-01 00:50:44.248403,Joan Esteban Peralta,2001-05-01,87327959,87,Masculino,16:21,Cáncer,,Clínica Privada,"Sección 2, Fila 17, Parcela 41",Nicho,978539,Margarita Iglesia Baena,32101003,zoraidarodriguez@example.org,Se adjunta certificado médico.,2001,5,Adulto mayor,Tuesday
2001-02-26 03:54:44.580801,Simón del Mate,2001-02-26,29525244,80,Otro,1:53,Neumonía,,Hospital Central,"Sección 8, Fila 13, Parcela 42",Mausoleo,266234,Miguel Ángel Aragón Pacheco,29600470,inunez@example.net,Documento entregado en oficina central.,2001,2,Adulto mayor,Monday
2001-10-24 12:02:01.455095,Odalis Uría Cuevas,2001-10-24,97917103,6,Masculino,0:30,Cáncer,,Hospital Central,"Sección 3, Fila 17, Parcela 48",Cremación,219200,Lorena Calderon Recio,46523205,zagudo@example.net,Se notificó al registro civil.,2001,10,Niño,Wednesday
2001-01-10 18:06:06.551073,Olimpia Landa Mayoral,2001-01-10,77874446,10,Otro,2:36,Infarto,,Domicilio,"Sección 1, Fila 13, Parcela 10",Cremación,639756,Mario Vilaplana Haro,17861843,haroldo03@example.org,Familia solicita ceremonia sencilla.,2001,1,Niño,Wednesday
2001-01-04 03:22:03.786586,Eutimio Arias Sola,2001-01-04,88649523,14,Masculino,11:52,Cáncer,,Hospital Central,"Sección 7, Fila 3, Parcela 9",Nicho,518761,Daniel del Lumbreras,16613015,rmiranda@example.net,Familia solicita ceremonia sencilla.,2001,1,Adolescente,Thursday
2001-12-02 04:29:50.966553,Amado Solís-Alcalde,2001-12-02,78466689,94,Femenino,22:53,Accidente,,Domicilio,"Sección 1, Fila 2, Parcela 9",Nicho,307800,Jose Antonio Fuente-Pérez,41567625,gertrudis71@example.org,Acta firmada por dos testigos.,2001,12,Adulto mayor,Sunday
2001-02-19 14:43:31.238640,Delfina Guitart-Lamas,2001-02-19,80762712,71,Otro,3:36,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 10, Fila 16, Parcela 22",Tumba tradicional,309447,Estrella de Ordóñez,49296980,benjaminalamo@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2001,2,Adulto mayor,Monday
2001-10-17 01:59:51.255808,Felipa Torrents Rovira,2001-10-17,89793149,46,Otro,10:20,Otro,Insuficiencia renal,Hospital Central,"Sección 8, Fila 10, Parcela 40",Nicho,846642,Constanza Oliveras Chaves,48520313,wabellan@example.com,Se notificó al registro civil.,2001,10,Adulto,Wednesday
2001-12-20 21:27:11.876063,Aurelio Navarro,2001-12-20,52332660,49,Otro,9:33,Accidente,,Domicilio,"Sección 10, Fila 5, Parcela 24",Mausoleo,373369,Jose Antonio Fuente-Pérez,11357647,alfredoballester@example.com,Familia solicita ceremonia sencilla.,2001,12,Adulto,Thursday
2001-03-09 11:19:34.592305,Isabel Lopez Ripoll,2001-03-09,95147582,91,Femenino,12:22,Covid-19,,Vía Pública,"Sección 2, Fila 20, Parcela 8",Cremación,862579,Miguel Ángel Aragón Pacheco,26384601,marcial61@example.org,La familia pidió servicio religioso antes de la cremación.,2001,3,Adulto mayor,Friday
2001-07-08 02:31:50.657556,Fortunato Cabanillas Vall,2001-07-08,14247677,17,Femenino,7:51,Cáncer,,Clínica Privada,"Sección 3, Fila 4, Parcela 48",Nicho,768362,Daniela de Prat,21657450,vidaltur@example.com,Se coordinó con la empresa funeraria local.,2001,7,Adolescente,Sunday
2001-07-04 05:55:18.155751,Agustín del Calvo,2001-07-04,71908910,19,Masculino,7:54,Infarto,,Clínica Privada,"Sección 7, Fila 19, Parcela 36",Nicho,433160,Oriana Carvajal Solsona,36851066,filomenamarquez@example.com,Se adjunta certificado médico.,2001,7,Joven,Wednesday
2001-11-17 16:49:04.744620,Isaura Leon Isern,2001-11-17,53960958,68,Femenino,18:52,Infarto,,Clínica Privada,"Sección 1, Fila 20, Parcela 28",Tumba tradicional,938363,Oriana Carvajal Solsona,23146059,hmateos@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2001,11,Adulto mayor,Saturday
2001-12-27 03:58:52.630691,Joaquín Heliodoro Zabaleta Patiño,2001-12-27,35565775,56,Masculino,23:56,Cáncer,,Vía Pública,"Sección 5, Fila 3, Parcela 27",Cremación,661270,Constanza Oliveras Chaves,37243693,eulalia80@example.net,Pendiente entrega de certificado de defunción original.,2001,12,Adulto,Thursday
2001-06-05 08:53:36.505534,Florencio Montalbán Verdugo,2001-06-05,35444421,72,Masculino,20:49,Covid-19,,Vía Pública,"Sección 9, Fila 17, Parcela 21",Tumba tradicional,673327,Estrella de Ordóñez,34985666,dorita75@example.com,Documento entregado en oficina central.,2001,6,Adulto mayor,Tuesday
2001-06-04 00:19:49.809286,Malena Cruz Uribe,2001-06-04,81689440,16,Otro,18:14,Neumonía,,Vía Pública,"Sección 9, Fila 11, Parcela 18",Tumba tradicional,469477,Oriana Carvajal Solsona,20841754,juanamaro@example.org,Documento entregado en oficina central.,2001,6,Adolescente,Monday
2001-05-08 21:40:03.599990,Ulises de Castañeda,2001-05-08,88412961,35,Otro,18:21,Otro,Insuficiencia renal,Vía Pública,"Sección 3, Fila 1, Parcela 16",Mausoleo,345950,Miguel Ángel Aragón Pacheco,43406633,eligio07@example.com,Se notificó al registro civil.,2001,5,Adulto,Tuesday
2001-10-23 14:27:35.952112,Nicanor Noguera Gilabert,2001-10-23,15361962,58,Femenino,14:15,Neumonía,,Clínica Privada,"Sección 7, Fila 7, Parcela 3",Nicho,697774,Herminio Bernad,35913705,vidalherrera@example.org,Se coordinó con la empresa funeraria local.,2001,10,Adulto,Tuesday
2001-03-20 22:58:44.919795,Lorenza Andres Río,2001-03-20,82617074,58,Femenino,22:36,Accidente,,Vía Pública,"Sección 6, Fila 15, Parcela 13",Mausoleo,117455,Demetrio Fernandez Bas,13121833,raquel54@example.com,Se notificó al registro civil.,2001,3,Adulto,Tuesday
2001-10-13 21:24:59.303018,Juan José Cueto-Cano,2001-10-13,47215767,13,Femenino,22:18,Infarto,,Clínica Privada,"Sección 10, Fila 15, Parcela 41",Nicho,633084,Isabela Pellicer Corominas,13476510,acapdevila@example.net,La familia pidió servicio religioso antes de la cremación.,2001,10,Adolescente,Saturday
2001-04-26 20:12:36.528884,Aarón Tormo Miranda,2001-04-26,97239479,16,Femenino,17:31,Cáncer,,Hospital Central,"Sección 4, Fila 4, Parcela 48",Nicho,977784,Daniela de Prat,31417714,lboada@example.org,Familia solicita ceremonia sencilla.,2001,4,Adolescente,Thursday
2001-04-25 17:51:58.015095,Flor Piñol Cabrero,2001-04-25,89515561,21,Femenino,20:01,Accidente,,Domicilio,"Sección 10, Fila 13, Parcela 20",Tumba tradicional,227519,Isabela Pellicer Corominas,25897621,lazaroaleman@example.org,La familia pidió servicio religioso antes de la cremación.,2001,4,Joven,Wednesday
2001-08-16 08:04:14.261957,Adora Santiago Jaume,2001-08-16,37537491,24,Otro,16:37,Infarto,,Domicilio,"Sección 10, Fila 13, Parcela 49",Tumba tradicional,770824,Daniel del Lumbreras,24708052,arenasconcha@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2001,8,Joven,Thursday
2001-12-05 16:08:57.006920,Jordán Alcántara-Mur,2001-12-05,97491988,52,Otro,1:42,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 3, Fila 2, Parcela 32",Tumba tradicional,458828,Demetrio Fernandez Bas,45208359,tcarreno@example.org,La familia pidió servicio religioso antes de la cremación.,2001,12,Adulto,Wednesday
2001-12-26 03:07:49.539163,Gerónimo Verdú Olmo,2001-12-26,98018115,13,Otro,20:40,Cáncer,,Hospital Central,"Sección 6, Fila 16, Parcela 12",Nicho,579867,Jose Antonio Fuente-Pérez,10223192,esabater@example.org,Acta firmada por dos testigos.,2001,12,Adolescente,Wednesday
2001-10-01 08:22:58.941043,Nayara Gomis Pujol,2001-10-01,95006740,4,Femenino,2:49,Otro,Septicemia,Clínica Privada,"Sección 7, Fila 16, Parcela 40",Cremación,719512,Herminio Bernad,46787511,cornejoirma@example.org,Documento entregado en oficina central.,2001,10,Niño,Monday
2001-07-15 03:36:21.744744,Albano Damián Llamas Antón,2001-07-15,35921526,82,Femenino,15:09,Accidente,,Hospital Central,"Sección 9, Fila 9, Parcela 30",Nicho,936796,Isabela Pellicer Corominas,19004237,rosalinabustamante@example.org,Se adjunta certificado médico.,2001,7,Adulto mayor,Sunday
2002-03-22 10:33:25.002122,Diana Iriarte López,2002-03-22,40615318,19,Otro,8:25,Infarto,,Vía Pública,"Sección 5, Fila 15, Parcela 36",Cremación,871766,Estrella de Ordóñez,29484579,dmalo@example.org,Documento entregado en oficina central.,2002,3,Joven,Friday
2002-04-27 16:04:45.991704,Mar Amador Oliva,2002-04-27,12069128,14,Masculino,4:20,Cáncer,,Clínica Privada,"Sección 1, Fila 20, Parcela 5",Tumba tradicional,140153,Constanza Oliveras Chaves,19181979,oliviaantunez@example.net,Se coordinó con la empresa funeraria local.,2002,4,Adolescente,Saturday
2002-06-19 15:09:07.655513,Jeremías Barragán-Piña,2002-06-19,24917692,7,Otro,17:40,Covid-19,,Hospital Central,"Sección 6, Fila 6, Parcela 37",Mausoleo,999873,Demetrio Fernandez Bas,11424215,estefania44@example.com,La familia pidió servicio religioso antes de la cremación.,2002,6,Niño,Wednesday
2002-06-16 06:46:02.767843,Virginia Carreras Falcón,2002-06-16,45579423,99,Femenino,2:03,Neumonía,,Vía Pública,"Sección 3, Fila 15, Parcela 6",Cremación,179848,Jose Antonio Fuente-Pérez,19716200,trobledo@example.com,Familia solicita ceremonia sencilla.,2002,6,Adulto mayor,Sunday
2002-03-12 18:09:46.900538,Casandra Contreras Méndez,2002-03-12,25548581,100,Otro,14:36,Covid-19,,Domicilio,"Sección 1, Fila 13, Parcela 11",Mausoleo,972478,Miguel Ángel Aragón Pacheco,21572460,jeronimo83@example.org,Se coordinó con la empresa funeraria local.,2002,3,Adulto mayor,Tuesday
2002-01-07 12:32:59.355437,Gabriela del Alfonso,2002-01-07,24017047,47,Femenino,9:54,Otro,Otro no especificado,Vía Pública,"Sección 8, Fila 7, Parcela 7",Tumba tradicional,884227,Demetrio Fernandez Bas,11239508,ruth97@example.org,Acta firmada por dos testigos.,2002,1,Adulto,Monday
